YEAR,AMA,SECTOR,CATEGORY,PARENT WATER TYPE OR SECTOR,BUDGET ELEMENT,QUANTITY
1999,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,60535
1999,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,47
1999,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
1999,TUCSON AMA,Industrial,Supply,Effluent,Effluent,248
1999,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,68782
1999,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),24289
1999,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,0
1999,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,3675
2000,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,239016
2000,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,3373
2000,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,15632
2000,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,422194
2000,PHOENIX AMA,Municipal,Supply,CAP,CAP,239521
2000,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),18426
2000,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,11880
2000,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,12653
2000,PHOENIX AMA,Municipal,Supply,Effluent,Weighted Exchange Effluent,27332
2000,PHOENIX AMA,Municipal,Supply,Spill,Spill,1038
2000,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,23500
2000,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,7571
2000,PHOENIX AMA,Municipal,Supply,Surface Water,Recovered Surface Water,12115
2000,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,79750
2000,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1954
2000,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,6658
2000,PHOENIX AMA,Industrial,Supply,CAP,CAP,2534
2000,PHOENIX AMA,Industrial,Supply,CAP,GSF (CAP),1546
2000,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,61401
2000,PHOENIX AMA,Industrial,Supply,CAP,Recovered CAP,183
2000,PHOENIX AMA,Industrial,Supply,Effluent,Recovered Effluent,1427
2000,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,420485
2000,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,200200
2000,PHOENIX AMA,Agricultural,Supply,CAP,CAP,118635
2000,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),199827
2000,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,28200
2000,PHOENIX AMA,Agricultural,Supply,Spill,Spill,264
2000,PHOENIX AMA,Agricultural,Supply,Other,Other,3125
2000,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,78727
2000,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,140732
2000,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,20801
2000,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,28
2000,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,3162
2000,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,94
2000,PINAL AMA,Municipal,Supply,CAP,CAP,326
2000,PINAL AMA,Municipal,Supply,Effluent,Effluent,31
2000,PINAL AMA,Municipal,Supply,CAP,Recovered CAP,621
2000,PINAL AMA,Municipal,Supply,Effluent,Recovered Effluent,166
2000,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,9373
2000,PINAL AMA,Industrial,Supply,Effluent,Effluent,280
2000,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,400668
2000,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,25807
2000,PINAL AMA,Agricultural,Supply,CAP,CAP,282101
2000,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),99908
2000,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1625
2000,PINAL AMA,Indian,Supply,Groundwater,Groundwater,61547
2000,PINAL AMA,Indian,Supply,Surface Water,Surface Water,12960
2000,PINAL AMA,Indian,Supply,CAP,CAP,69000
2000,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,12694
2000,PRESCOTT AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,6642
2000,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,12
2000,PRESCOTT AMA,Municipal,Supply,Surface Water,Recovered Surface Water,825
2000,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,967
2000,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,7090
2000,PRESCOTT AMA,Agricultural,Supply,Surface Water,Surface Water,1155
2000,PRESCOTT AMA,Agricultural,Supply,Effluent,Recovered Effluent,1122
2000,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,7648
2000,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1363
2000,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,50
2000,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,14687
2000,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,153267
2000,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,856
2000,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,11187
2000,TUCSON AMA,Municipal,Supply,Effluent,Effluent,4607
2000,TUCSON AMA,Municipal,Supply,CAP,Recovered CAP,6408
2000,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,5582
2000,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,60800
2000,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,152
2000,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
2000,TUCSON AMA,Industrial,Supply,CAP,CAP,209
2000,TUCSON AMA,Industrial,Supply,Effluent,Effluent,108
2000,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,72033
2000,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),27973
2000,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,0
2000,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,3258
2000,TUCSON AMA,Indian,Supply,CAP,CAP,702
2001,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,215876
2001,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,6661
2001,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,79207
2001,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,420843
2001,PHOENIX AMA,Municipal,Supply,CAP,CAP,253013
2001,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),24256
2001,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,12331
2001,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,14213
2001,PHOENIX AMA,Municipal,Supply,Effluent,Weighted Exchange Effluent,26799
2001,PHOENIX AMA,Municipal,Supply,Spill,Spill,559
2001,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,30247
2001,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,7145
2001,PHOENIX AMA,Municipal,Supply,Surface Water,Recovered Surface Water,16216
2001,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,83874
2001,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1789
2001,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,5842
2001,PHOENIX AMA,Industrial,Supply,CAP,CAP,1723
2001,PHOENIX AMA,Industrial,Supply,CAP,GSF (CAP),2117
2001,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,60042
2001,PHOENIX AMA,Industrial,Supply,CAP,Recovered CAP,237
2001,PHOENIX AMA,Industrial,Supply,Effluent,Recovered Effluent,2157
2001,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,380779
2001,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,229156
2001,PHOENIX AMA,Agricultural,Supply,CAP,CAP,73758
2001,PHOENIX AMA,Agricultural,Supply,Effluent,GSF (EFFLUENT),6026
2001,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),206007
2001,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,28200
2001,PHOENIX AMA,Agricultural,Supply,Spill,Spill,517
2001,PHOENIX AMA,Agricultural,Supply,Other,Other,3447
2001,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,79244
2001,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,151279
2001,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,20334
2001,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,61
2001,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,3104
2001,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,417
2001,PINAL AMA,Municipal,Supply,CAP,CAP,1644
2001,PINAL AMA,Municipal,Supply,Effluent,Effluent,34
2001,PINAL AMA,Municipal,Supply,CAP,Recovered CAP,451
2001,PINAL AMA,Municipal,Supply,Effluent,Recovered Effluent,482
2001,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,11541
2001,PINAL AMA,Industrial,Supply,CAP,CAP,39
2001,PINAL AMA,Industrial,Supply,Effluent,Effluent,303
2001,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,328962
2001,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,101430
2001,PINAL AMA,Agricultural,Supply,CAP,CAP,282393
2001,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),116350
2001,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1585
2001,PINAL AMA,Indian,Supply,Groundwater,Groundwater,61544
2001,PINAL AMA,Indian,Supply,Surface Water,Surface Water,14400
2001,PINAL AMA,Indian,Supply,CAP,CAP,64000
2001,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,13147
2001,PRESCOTT AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,6808
2001,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,1426
2001,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,241
2001,PRESCOTT AMA,Municipal,Supply,Surface Water,Recovered Surface Water,688
2001,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,1309
2001,PRESCOTT AMA,Industrial,Supply,Surface Water,Surface Water,241
2001,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,4167
2001,PRESCOTT AMA,Agricultural,Supply,Surface Water,Surface Water,900
2001,PRESCOTT AMA,Agricultural,Supply,Effluent,Recovered Effluent,1499
2001,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,7249
2001,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1336
2001,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,70
2001,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,14638
2001,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,132327
2001,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,6373
2001,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,102605
2001,TUCSON AMA,Municipal,Supply,Groundwater,Remediation water,6383
2001,TUCSON AMA,Municipal,Supply,Effluent,Effluent,4117
2001,TUCSON AMA,Municipal,Supply,CAP,Recovered CAP,22851
2001,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,6764
2001,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,56297
2001,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,138
2001,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
2001,TUCSON AMA,Industrial,Supply,CAP,CAP,1624
2001,TUCSON AMA,Industrial,Supply,Effluent,Effluent,132
2001,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,70333
2001,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),15998
2001,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,0
2001,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,2083
2001,TUCSON AMA,Indian,Supply,CAP,CAP,9157
2002,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,243513
2002,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,9564
2002,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,93922
2002,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,379745
2002,PHOENIX AMA,Municipal,Supply,CAP,CAP,266978
2002,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),18802
2002,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,15917
2002,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,19177
2002,PHOENIX AMA,Municipal,Supply,Effluent,Weighted Exchange Effluent,28759
2002,PHOENIX AMA,Municipal,Supply,Spill,Spill,1141
2002,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,37934
2002,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,14021
2002,PHOENIX AMA,Municipal,Supply,Surface Water,Recovered Surface Water,26092
2002,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,93773
2002,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1736
2002,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,7664
2002,PHOENIX AMA,Industrial,Supply,CAP,CAP,1324
2002,PHOENIX AMA,Industrial,Supply,CAP,GSF (CAP),1444
2002,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,69011
2002,PHOENIX AMA,Industrial,Supply,Effluent,Recovered Effluent,2724
2002,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,440124
2002,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,197274
2002,PHOENIX AMA,Agricultural,Supply,CAP,CAP,84412
2002,PHOENIX AMA,Agricultural,Supply,Effluent,GSF (EFFLUENT),3467
2002,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),180224
2002,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,28200
2002,PHOENIX AMA,Agricultural,Supply,Spill,Spill,541
2002,PHOENIX AMA,Agricultural,Supply,Other,Other,2764
2002,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,82335
2002,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,90430
2002,PHOENIX AMA,Indian,Supply,CAP,CAP,52080
2002,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,21528
2002,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,66
2002,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,3081
2002,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,184
2002,PINAL AMA,Municipal,Supply,CAP,CAP,3228
2002,PINAL AMA,Municipal,Supply,CAP,Recovered CAP,600
2002,PINAL AMA,Municipal,Supply,Effluent,Recovered Effluent,341
2002,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,12005
2002,PINAL AMA,Industrial,Supply,CAP,CAP,1007
2002,PINAL AMA,Industrial,Supply,Effluent,Effluent,453
2002,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,379187
2002,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,38062
2002,PINAL AMA,Agricultural,Supply,CAP,CAP,296062
2002,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),155318
2002,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1550
2002,PINAL AMA,Indian,Supply,Groundwater,Groundwater,62342
2002,PINAL AMA,Indian,Supply,Surface Water,Surface Water,2880
2002,PINAL AMA,Indian,Supply,CAP,CAP,81920
2002,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,15464
2002,PRESCOTT AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,8214
2002,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,2064
2002,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,107
2002,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,1411
2002,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,5227
2002,PRESCOTT AMA,Agricultural,Supply,Surface Water,Surface Water,900
2002,PRESCOTT AMA,Agricultural,Supply,Effluent,Recovered Effluent,1500
2002,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,7600
2002,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1290
2002,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,81
2002,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,15509
2002,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,138598
2002,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,7041
2002,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,106370
2002,TUCSON AMA,Municipal,Supply,Groundwater,Remediation water,7259
2002,TUCSON AMA,Municipal,Supply,Effluent,Effluent,2868
2002,TUCSON AMA,Municipal,Supply,CAP,Recovered CAP,25307
2002,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,8916
2002,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,47850
2002,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,90
2002,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
2002,TUCSON AMA,Industrial,Supply,CAP,CAP,0
2002,TUCSON AMA,Industrial,Supply,Effluent,Effluent,216
2002,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,75223
2002,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),17085
2002,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,0
2002,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,1626
2002,TUCSON AMA,Indian,Supply,CAP,CAP,10882
2003,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,332005
2003,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,12334
2003,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,118703
2003,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,321036
2003,PHOENIX AMA,Municipal,Supply,CAP,CAP,303125
2003,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),19628
2003,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,12112
2003,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,20433
2003,PHOENIX AMA,Municipal,Supply,Effluent,Weighted Exchange Effluent,1074
2003,PHOENIX AMA,Municipal,Supply,Spill,Spill,521
2003,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,32616
2003,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,12363
2003,PHOENIX AMA,Municipal,Supply,Surface Water,Recovered Surface Water,7995
2003,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,87933
2003,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,2171
2003,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,8879
2003,PHOENIX AMA,Industrial,Supply,CAP,CAP,1410
2003,PHOENIX AMA,Industrial,Supply,CAP,GSF (CAP),1160
2003,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,62573
2003,PHOENIX AMA,Industrial,Supply,CAP,Recovered CAP,193
2003,PHOENIX AMA,Industrial,Supply,Effluent,Recovered Effluent,3522
2003,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,373167
2003,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,113511
2003,PHOENIX AMA,Agricultural,Supply,CAP,CAP,105953
2003,PHOENIX AMA,Agricultural,Supply,Effluent,GSF (EFFLUENT),40413
2003,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),142723
2003,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,28200
2003,PHOENIX AMA,Agricultural,Supply,Spill,Spill,363
2003,PHOENIX AMA,Agricultural,Supply,Other,Other,173
2003,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,81020
2003,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,102797
2003,PHOENIX AMA,Indian,Supply,CAP,CAP,46200
2003,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,22669
2003,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,53
2003,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,3770
2003,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,109
2003,PINAL AMA,Municipal,Supply,CAP,CAP,2905
2003,PINAL AMA,Municipal,Supply,Effluent,Effluent,54
2003,PINAL AMA,Municipal,Supply,CAP,Recovered CAP,87
2003,PINAL AMA,Municipal,Supply,Effluent,Recovered Effluent,207
2003,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,12890
2003,PINAL AMA,Industrial,Supply,CAP,CAP,860
2003,PINAL AMA,Industrial,Supply,Effluent,Effluent,441
2003,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,447705
2003,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,16858
2003,PINAL AMA,Agricultural,Supply,CAP,CAP,332470
2003,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),46632
2003,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1789
2003,PINAL AMA,Indian,Supply,Groundwater,Groundwater,62819
2003,PINAL AMA,Indian,Supply,Surface Water,Surface Water,4640
2003,PINAL AMA,Indian,Supply,CAP,CAP,77800
2003,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,14592
2003,PRESCOTT AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,7009
2003,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,1697
2003,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,32
2003,PRESCOTT AMA,Municipal,Supply,Surface Water,Recovered Surface Water,1064
2003,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,1542
2003,PRESCOTT AMA,Industrial,Supply,Surface Water,Surface Water,66
2003,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,2754
2003,PRESCOTT AMA,Agricultural,Supply,Effluent,Recovered Effluent,1500
2003,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,7677
2003,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1342
2003,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,78
2003,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,11815
2003,SANTA CRUZ AMA,Agricultural,Supply,Effluent,Effluent,75
2003,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,113095
2003,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,7326
2003,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,81108
2003,TUCSON AMA,Municipal,Supply,Groundwater,Remediation water,6802
2003,TUCSON AMA,Municipal,Supply,Surface Water,Surface Water,233
2003,TUCSON AMA,Municipal,Supply,Effluent,Effluent,2413
2003,TUCSON AMA,Municipal,Supply,CAP,Recovered CAP,50800
2003,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,9814
2003,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,45211
2003,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,60
2003,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,400
2003,TUCSON AMA,Industrial,Supply,CAP,CAP,0
2003,TUCSON AMA,Industrial,Supply,Effluent,Effluent,105
2003,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,84031
2003,TUCSON AMA,Agricultural,Supply,Surface Water,Surface Water,270
2003,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),17342
2003,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,0
2003,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,933
2003,TUCSON AMA,Indian,Supply,CAP,CAP,13408
2004,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,324626
2004,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,18590
2004,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,146724
2004,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,246232
2004,PHOENIX AMA,Municipal,Supply,CAP,CAP,323253
2004,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),26943
2004,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,19116
2004,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,26667
2004,PHOENIX AMA,Municipal,Supply,Effluent,Weighted Exchange Effluent,4267
2004,PHOENIX AMA,Municipal,Supply,Spill,Spill,1784
2004,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,31822
2004,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,11442
2004,PHOENIX AMA,Municipal,Supply,Surface Water,Recovered Surface Water,9557
2004,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,80074
2004,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,2859
2004,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,7314
2004,PHOENIX AMA,Industrial,Supply,CAP,CAP,6282
2004,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,63720
2004,PHOENIX AMA,Industrial,Supply,CAP,Recovered CAP,864
2004,PHOENIX AMA,Industrial,Supply,Effluent,Recovered Effluent,2956
2004,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,321899
2004,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,132633
2004,PHOENIX AMA,Agricultural,Supply,CAP,CAP,78821
2004,PHOENIX AMA,Agricultural,Supply,Effluent,GSF (EFFLUENT),41824
2004,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),175326
2004,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,28200
2004,PHOENIX AMA,Agricultural,Supply,Spill,Spill,394
2004,PHOENIX AMA,Agricultural,Supply,Other,Other,1591
2004,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,75326
2004,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,112415
2004,PHOENIX AMA,Indian,Supply,CAP,CAP,41160
2004,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,22418
2004,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,100
2004,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,5580
2004,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,96
2004,PINAL AMA,Municipal,Supply,CAP,CAP,3053
2004,PINAL AMA,Municipal,Supply,Effluent,Effluent,66
2004,PINAL AMA,Municipal,Supply,CAP,Recovered CAP,315
2004,PINAL AMA,Municipal,Supply,Effluent,Recovered Effluent,765
2004,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,13668
2004,PINAL AMA,Industrial,Supply,CAP,CAP,937
2004,PINAL AMA,Industrial,Supply,Effluent,Effluent,441
2004,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,431700
2004,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,22084
2004,PINAL AMA,Agricultural,Supply,CAP,CAP,295613
2004,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),58505
2004,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1608
2004,PINAL AMA,Indian,Supply,Groundwater,Groundwater,62537
